,0,1,2,3,4,5,6,7,8,9
2,0.9715067800645995,0.96551075014756,0.9767388411313773,0.9742187837732287,0.972589659460391,0.970537258527378,0.9707045345820122,0.9735474979278494,0.9712915174580243,0.9671776811472865
3,0.9546743466670019,0.9557747177040972,0.9629768527361648,0.9502075638188467,0.9564660035640404,0.9518236285123935,0.9509285835828367,0.951254033716548,0.957628481458181,0.9558329108082682
4,0.938901178497161,0.9470856523023229,0.9315903556209741,0.936239493540801,0.9426212987913961,0.9467533764092549,0.9401106127861919,0.9384329486354511,0.9387628579731969,0.9335706995275146
5,0.9186521548797922,0.9312280889454233,0.9116464657130158,0.9266742803000426,0.929169635972319,0.9295366947601845,0.9271334886865744,0.9157926794181461,0.9226561016992769,0.9238197669576069
6,0.9069566019696677,0.9070180507522043,0.9145317540893628,0.9026607120561989,0.9061332746966806,0.9070529893044059,0.9081430026257893,0.9059405615883503,0.9108208947656498,0.908012706491679
7,0.8943127284139811,0.8944156821417146,0.8818757412039889,0.8951542293366965,0.893584535340138,0.8889291840475096,0.8933362424351791,0.8912143968298376,0.8917067748673471,0.8980741943769341
8,0.8653922388121976,0.8737452832183442,0.8850365731236524,0.8804398359407626,0.8728573747732318,0.8836006721322389,0.8785229153688222,0.8773783335860763,0.8806728354480036,0.8781032006505783
9,0.8589718895153318,0.8631757314056105,0.8672225520158596,0.8634864235171095,0.8647860283885435,0.8610406360134729,0.8708905465458102,0.8630953196903005,0.8663014600075473,0.8637588468093172
10,0.8443011099595834,0.8496496223325816,0.8503586413316592,0.8519374164437095,0.8558624134104909,0.8351550748580443,0.850481225479906,0.8449242747874036,0.8445128013969908,0.8459984139712577
11,0.8366235800406506,0.8339110461627379,0.841773468467978,0.8267310987575319,0.8260294129134973,0.8299109367005881,0.8363879980569845,0.8319671256428292,0.8297213348837681,0.8323465229496047
12,0.8273282995097667,0.8179081431700198,0.8331042690218736,0.8056935463543786,0.8209393277735918,0.822662058349035,0.8129173504223784,0.8226147286478084,0.8211210886627891,0.8224012691206184
13,0.8034837657133925,0.8060922519385104,0.8006982404369516,0.7981817823579576,0.7987128214700876,0.7994034110815961,0.7994842060774764,0.8044559133123486,0.8074559999550277,0.8033689632942986
14,0.7946671292899208,0.7887209075642008,0.7872685945312536,0.778923901716035,0.7868480197600534,0.7903645939510922,0.7887797492303368,0.787687786942137,0.7936453450832502,0.7916127838860404
15,0.7725231924726162,0.7725489616009844,0.769019244999781,0.7686044932146572,0.7799638271384883,0.765363967306953,0.769346961096214,0.7707041231866812,0.770083451537851,0.7690640578448957
16,0.7633347880119089,0.7626263737803353,0.7509380360630108,0.7681267051787727,0.7556146539691845,0.7530714583910674,0.7620527095033933,0.7493962010927623,0.7504271261055514,0.7528342356367959
17,0.7450491901291978,0.727182051722811,0.7517724587931336,0.7310274247600043,0.7527684333310846,0.7449737423404713,0.7393827604527958,0.7377932434767498,0.7404403153090542,0.7384239446550142
18,0.7274117834278341,0.7172950109160482,0.7070233740720089,0.720749646897915,0.7178624578010887,0.7314381489733022,0.7177369133802445,0.7221266032824604,0.7299097873794711,0.7311902963904926
19,0.7173940972244928,0.7147743606878971,0.7173206451937819,0.7125087230143256,0.7096938761501186,0.7209841583845963,0.7194418533224722,0.7038355143065741,0.7240181829713566,0.7163908941799848
20,0.7081304172202099,0.6981220048612523,0.7053422793053563,0.676491709496838,0.6914663889564672,0.6906187455677917,0.693348586898676,0.6950664809652687,0.6931833895490633,0.6960882193461951
21,0.6815606463880463,0.673797351618159,0.686681287723291,0.6909745650854344,0.6844232464872326,0.678324877186569,0.6825599483451248,0.6762846222320145,0.680214210261683,0.6930343086362784
22,0.6684910421868936,0.6690377517615711,0.6661433183904242,0.6646427934622348,0.6856748673228656,0.6771302978004682,0.6663472572838474,0.6569484187199344,0.6694940626433593,0.6721209983176187
23,0.6595851918020214,0.6549686122176211,0.6540684528591039,0.6414113495764463,0.6540286017421861,0.6526433258006699,0.6521547591880245,0.6590874600422527,0.6487336295859086,0.6445027303913725
24,0.638879214850232,0.6431672967179891,0.6337854486934676,0.6479311033902095,0.6384985309365255,0.6260437095367887,0.6331299384817143,0.6318937768005551,0.632243291753754,0.6390099490821264
25,0.6249226517489666,0.6242708059694315,0.6461947684346804,0.634655621129359,0.609921784375984,0.6317654075031254,0.6239218288131599,0.625004116947846,0.6187042797777729,0.6155909328048225
26,0.6027206632757685,0.6187985437126098,0.5951097877834727,0.6167786560169848,0.6260668941603342,0.6124182738656326,0.6164864843766557,0.6128791395035228,0.6072537443411788,0.5898603378790861
27,0.5987642216190787,0.5896696610502518,0.5953694264324425,0.6086621286563089,0.5923987184633078,0.6143500109234088,0.5921816090926103,0.5841399292111369,0.5838243313439488,0.583893240286491
28,0.5750779174705549,0.5747778972886732,0.5881848918577925,0.5778741691936874,0.5826040223233411,0.565734657234521,0.5727276853535609,0.5829587218198702,0.5742687781074839,0.5758093810449026
29,0.5488758297243889,0.5580079545943043,0.558678844325823,0.5605665013526677,0.565805703698946,0.5541076635206759,0.5485463653010134,0.5663953065035714,0.563549872279056,0.5687384869757606
30,0.5480698649876949,0.532476080323122,0.532101184953521,0.5629791469375405,0.5367128624750993,0.5322448447571811,0.5400551301157046,0.5464642470977075,0.5489726678032444,0.552846306644418
31,0.5319947673896084,0.527892318707601,0.5205128691604992,0.5369161203090688,0.5419135427966971,0.5333104484265583,0.5130345475795279,0.530529503966752,0.5238609666860448,0.5395002545634323
32,0.5121947181138806,0.5075379437851455,0.5214824528680422,0.5246540610830208,0.5071521630878282,0.5060263478636623,0.5270812085655383,0.5065199016432314,0.510935916268318,0.5215476117593861
33,0.5073470405766337,0.5139012675285416,0.5147142664577247,0.48407365147879106,0.4912189588392227,0.5004592318199771,0.5050649344068204,0.49301135097286664,0.4986053503462843,0.49948808060382077
34,0.48994333467917306,0.4777688648557606,0.47940120447490037,0.4842136249855397,0.48202849599126935,0.47423100433205706,0.48795898636217755,0.48110059450638637,0.48288692386197846,0.4790253341168944
35,0.4571076943113974,0.4774346759106252,0.4547629824020939,0.47291861997902085,0.4622314946535115,0.47380937721965033,0.47070730516449133,0.4710176890188801,0.4634083171447568,0.47793625762033315
36,0.45813932110547734,0.46076698362826524,0.44547528457361657,0.46819843667267363,0.4683037000027153,0.44989531072491507,0.46420413416717016,0.4507951789346555,0.44873299278564305,0.4508327931630279
37,0.4270665284323276,0.43547062846548906,0.4367038780057654,0.45031997849945965,0.4436735535819259,0.43616285497587565,0.4321485134311363,0.43491398853786367,0.42926127466016684,0.43328401777512104
38,0.4271272238171887,0.4112921199827752,0.4330121832681844,0.4204372494145231,0.4288964014012833,0.4130953261200465,0.42240869986399804,0.4314623843786973,0.42943184651229843,0.4255839585689472
39,0.40935473144110884,0.405529589407744,0.3992661954812643,0.41818132361884036,0.40639957817042294,0.4134104943206129,0.42467508648099217,0.40826011155547365,0.40374184505883426,0.40953261225128684
40,0.3965705262723747,0.39013661374106956,0.3921210543481948,0.38876181272462457,0.3869098518049132,0.40307744471454565,0.38457952718058974,0.38927777333759944,0.3893183885465489,0.3965969754207561
41,0.3722807079185311,0.38639195536039805,0.3826353985062284,0.3627640135101765,0.373055111155468,0.3727911695447902,0.3956015751075195,0.3733418756524923,0.38040628004776067,0.37293743266040347
42,0.36299371188878715,0.36298297826205406,0.36122752761116117,0.3616034203391737,0.3689482904441245,0.3706764864027301,0.3572062068009999,0.36120481699262624,0.36792459838388014,0.37007077577861397
43,0.3479653868790002,0.35714090464962606,0.3556336442516034,0.3360733116583262,0.3415109902568107,0.35330441464185225,0.35554513720948355,0.3522788547476946,0.34898638209841026,0.3510659168841213
