,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
49,0.24444994926452637,0.02733249463615493,0.0,0.0,0.1,"(32, 32)",51,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 51}",0.9916666666666667,0.9821428571428571,0.9738095238095238,0.9785714285714285,0.9821428571428571,0.9816666666666667,0.00586120648813867,173
50,0.2286808967590332,0.027902395873848487,0.0,0.0,0.1,"(32, 32)",52,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 52}",0.9976190476190476,0.9988095238095238,0.986904761904762,0.9857142857142858,0.9833333333333333,0.9904761904761905,0.006432979088622047,5
51,0.2478492259979248,0.03299161702864935,0.0,0.0,0.1,"(32, 32)",53,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 53}",0.975,0.9833333333333333,0.9809523809523809,0.9809523809523809,0.9845238095238096,0.980952380952381,0.0032819163695453034,210
52,0.20387401580810546,0.037127162906340674,0.0,0.0,0.1,"(32, 32)",54,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 54}",0.9833333333333333,0.9904761904761905,0.9845238095238096,0.9833333333333333,0.9761904761904762,0.9835714285714285,0.004542567625795002,109
53,0.21399641036987305,0.01842605835322392,0.0,0.0,0.1,"(32, 32)",55,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 55}",0.9845238095238096,0.9785714285714285,0.9773809523809524,0.986904761904762,0.9904761904761905,0.9835714285714285,0.004960158727618999,109
54,0.19166698455810546,0.03188341043029067,0.001603078842163086,0.0032061576843261724,0.1,"(32, 32)",56,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 56}",0.9880952380952381,0.9857142857142858,0.9857142857142858,0.9702380952380952,0.9833333333333333,0.9826190476190476,0.006370994362028424,143
55,0.19843611717224122,0.041597975635270644,0.003116750717163086,0.006233501434326172,0.1,"(32, 32)",57,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 57}",0.955952380952381,0.975,0.9892857142857143,0.9809523809523809,0.986904761904762,0.9776190476190475,0.011914281907806475,329
56,0.17632441520690917,0.029268992456837926,0.003124856948852539,0.006249713897705078,0.1,"(32, 32)",58,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 58}",0.9916666666666667,0.9857142857142858,0.9809523809523809,0.9714285714285714,0.9619047619047619,0.9783333333333333,0.010551676098171595,313
57,0.20435824394226074,0.03204534528574327,0.0,0.0,0.1,"(32, 32)",59,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 59}",0.9952380952380953,0.9880952380952381,0.9857142857142858,0.9880952380952381,0.9964285714285714,0.9907142857142859,0.00428571428571427,2
58,0.1949364185333252,0.01854350157483269,0.0,0.0,0.1,"(32, 32)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 60}",0.9916666666666667,0.9845238095238096,0.9821428571428571,0.9702380952380952,0.9916666666666667,0.9840476190476192,0.007882354932022325,93
59,0.2138662338256836,0.02128124039402294,0.0,0.0,0.1,"(32, 32)",61,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 61}",0.9845238095238096,0.9857142857142858,0.9892857142857143,0.9809523809523809,0.9857142857142858,0.9852380952380952,0.00267261241912427,64
60,0.19715957641601561,0.010968072881858365,0.0006418704986572265,0.001283740997314453,0.1,"(32, 32)",62,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 62}",0.969047619047619,0.9880952380952381,0.9773809523809524,0.9916666666666667,0.9940476190476191,0.9840476190476192,0.009422075684480674,93
