,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.33548436164855955,0.05941916218162543,0.0030167102813720703,0.006033420562744141,0.1,"(32, 32)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'pca__n_components': 2}",0.8759374067642729,0.8574651902967644,0.8588737872837497,0.8505407862915958,0.860234718908936,0.8606103779090638,0.008358989899166783,246
1,0.36343727111816404,0.08196172776057982,0.003124380111694336,0.006248760223388671,0.1,"(32, 32)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'pca__n_components': 3}",0.8903779258800271,0.8590058617526211,0.8567954328929872,0.8754154762767082,0.8896381325678183,0.8742465658740324,0.01438963902883096,225
2,0.3869819641113281,0.07079715243843436,0.0027013778686523437,0.0054027557373046865,0.1,"(32, 32)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'pca__n_components': 4}",0.8985879431512432,0.8803140794204896,0.884059251339838,0.8675102183585969,0.8986883623862052,0.8858319709312745,0.011809131274806829,205
3,0.3969635009765625,0.051456829543019604,0.0,0.0,0.1,"(32, 32)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'pca__n_components': 5}",0.9319109653625373,0.9357439724078318,0.9259513219731443,0.9278342453495583,0.9416694124410354,0.9326219835068214,0.005648512968535674,135
4,0.42707409858703616,0.043977829673773915,0.0031264781951904296,0.006252956390380859,0.1,"(32, 32)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'pca__n_components': 6}",0.9350178754695998,0.9276970373407122,0.9268818317023134,0.9266288069236107,0.9455927705488536,0.9323636643970179,0.007304390104725012,140
5,0.4225155830383301,0.15093936465499608,0.0,0.0,0.1,"(32, 32)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'pca__n_components': 7}",0.9371822340043735,0.9388902531469937,0.9290638883711075,0.9179395119910913,0.9435028317000456,0.9333157438427223,0.008992312717793912,119
6,0.47844891548156737,0.05574938426791548,0.0,0.0,0.1,"(32, 32)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'pca__n_components': 9}",0.9397737391354059,0.9417209671481983,0.9312301481624389,0.9285881283511296,0.9488912594801534,0.9380408484554652,0.007348702728485399,12
7,0.570219898223877,0.20538445296567043,0.00775909423828125,0.0069973341703437626,0.1,"(32, 32)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'pca__n_components': 10}",0.9446199245304532,0.9291999800881953,0.9261252969668055,0.929885765445989,0.9463803251757471,0.935242258441438,0.00848901977018881,72
8,0.49125399589538576,0.12054005024181978,0.0031252384185791017,0.006250476837158203,0.1,"(32, 32)",11,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'pca__n_components': 11}",0.9370223703836419,0.936707578976931,0.9282757902154558,0.9179847862990834,0.9489554304925917,0.9337891912735408,0.01028748806870478,108
9,0.5054558753967285,0.13195320822631637,0.002301597595214844,0.004603195190429688,0.1,"(32, 32)",12,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'pca__n_components': 12}",0.9384837953171212,0.9198673592552217,0.9292920263216544,0.9295685446139581,0.9506819912746717,0.9335787433565255,0.010383066165166684,113
10,0.5086806297302247,0.09657799040471488,0.0006178855895996094,0.0012357711791992187,0.1,"(32, 32)",13,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'pca__n_components': 13}",0.9371421435117112,0.9400731761921939,0.93174005718322,0.928666478096659,0.9486248976598259,0.937249350528722,0.006948475654501575,19
11,0.4553410530090332,0.03172324556701842,0.0,0.0,0.1,"(32, 32)",14,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'pca__n_components': 14}",0.9377208399333731,0.9417628326753154,0.9300478257342304,0.926942122591091,0.9459057396185889,0.9364758721105197,0.007080062969046499,37
12,0.5015821933746338,0.07809637526499667,0.003253269195556641,0.006255017799860028,0.1,"(32, 32)",16,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'pca__n_components': 16}",0.9377688591651727,0.9385837711475847,0.9315173060425612,0.9324775102486059,0.9491619037768436,0.9379018700761537,0.006284224333234585,13
13,0.33464813232421875,0.04507903643558951,0.0,0.0,0.1,"(32,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'pca__n_components': 2}",0.8801900242775558,0.8596677945294583,0.8415076932158235,0.8550429071933147,0.8627776805842552,0.8598372199600816,0.012504948163173721,256
14,0.4351191520690918,0.12195871360381078,0.0006766319274902344,0.0005561000177840585,0.1,"(32,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'pca__n_components': 3}",0.8907310369102949,0.8682378470237958,0.8536209462527723,0.8619574559625658,0.8709834689739402,0.8691061510246738,0.012351594002439042,236
15,0.39273929595947266,0.09788109691820537,0.00023050308227539061,0.00046100616455078123,0.1,"(32,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'pca__n_components': 4}",0.8913080357728269,0.8707480635174483,0.8840487698708706,0.8768591356014073,0.8929381615492785,0.8831804332623664,0.008444498966163956,207
