k,Kmeans,GMM
2,0.4532592524438912,0.44181244544643444
3,0.4660718020832528,0.46136820551080215
4,0.44277438251451884,0.4337661256284775
5,0.47670717117462663,0.46565522881213495
6,0.47726638498094043,0.4685522921780977
7,0.4602833619582574,0.4512636637199013
8,0.41238986622829005,0.42169995398039656
9,0.40841303876118357,0.4022250897901227
10,0.3833911919608678,0.349474873842004
15,0.32553733000913254,0.3200560725507927
20,0.3276681937543018,0.29887202013118863
