k,Kmeans,GMM
2,0.431079688049868,0.45753830967078973
3,0.4955602884584387,0.5087883835730773
4,0.6002242317794428,0.6419072087377015
5,0.707054762155743,0.7080793798767413
6,0.7522417830713974,0.7649196626716502
7,0.7565358733248939,0.7592160901305669
8,0.7211965559591657,0.7209409460542608
9,0.6997598375525627,0.6868621597804344
10,0.6875756672955285,0.6845895729904814
15,0.6468094973214917,0.6457484666220646
20,0.6064446853896386,0.6117652809041245
