iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,0.170178199006,0.170560784946,0.244964995521,0.241049485221,1.428427019
10,0.109675550768,0.109384440174,0.751385248349,0.754898704749,15.957195224
20,0.120803450386,0.12072317317,0.758518862603,0.762404516772,30.732188167
30,0.0943638732851,0.093528553015,0.750953913534,0.754234473597,46.537299329
40,0.0923010896982,0.0914884300393,0.754072796045,0.757622052474,63.596022744
50,0.0940737320056,0.0933761153521,0.750953913534,0.754234473597,78.680510933
60,0.0937337445151,0.0929778914142,0.750953913534,0.754234473597,93.453628371
70,0.0942311528179,0.0934969645832,0.750953913534,0.754234473597,109.21231357
80,0.0940787894799,0.0933543154536,0.750953913534,0.754234473597,125.438967847
90,0.0938858058471,0.0931204246853,0.750953913534,0.754234473597,140.920971675
100,0.094077195862,0.0933543154536,0.750953913534,0.754234473597,155.997287576
110,0.0942311528179,0.0934969645832,0.750953913534,0.754234473597,171.007658468
120,0.0997871474373,0.0992818518433,0.750953913534,0.754234473597,186.920384556
130,0.0942488066248,0.0934677296519,0.750953913534,0.754234473597,202.36678149
140,0.0940790066187,0.0933543154536,0.750953913534,0.754234473597,217.490709993
150,0.0940790066186,0.0933543154536,0.750953913534,0.754234473597,232.614926587
160,0.101815629319,0.101458950831,0.750953913534,0.754234473597,249.390309365
170,0.0940790116728,0.0933543154536,0.750953913534,0.754234473597,266.319512037
180,0.0940790117015,0.0933543154536,0.750953913534,0.754234473597,281.387700868
190,0.0940790117164,0.0933543154536,0.750953913534,0.754234473597,296.34227848
200,0.094080937602,0.0933543154536,0.750953913534,0.754234473597,311.117086169
210,0.0940809376015,0.0933543154536,0.750953913534,0.754234473597,325.960883509
220,0.0941425356323,0.0930751947906,0.750953913534,0.754234473597,340.931599658
230,0.0971574207636,0.0959571362191,0.750953913534,0.754234473597,355.957251017
240,0.0933563233399,0.0924494654521,0.750953913534,0.754234473597,371.089368221
250,0.0948558455763,0.0937613207806,0.750953913534,0.754234473597,386.080509256
