iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,0.0934111059139,0.0925649348288,0.750953913534,0.754234473597,1.552086031
10,0.0948536071626,0.09420804243,0.750953913534,0.754234473597,17.529255774
20,0.104338324238,0.104033627792,0.750953913534,0.754234473597,34.912515311
30,0.0979661433129,0.097455296415,0.750953913534,0.754234473597,51.182259173
40,0.0937169649505,0.092965475333,0.750953913534,0.754234473597,66.776282789
50,0.093761423354,0.092861978333,0.750953913534,0.754234473597,82.585157362
60,0.0936495835298,0.0927432888845,0.750953913534,0.754234473597,97.927294715
70,0.0940719700374,0.0931101005013,0.750953913534,0.754234473597,113.898719422
80,0.0941233226123,0.093182258791,0.750953913534,0.754234473597,130.401765888
90,0.0932740626763,0.0924143435186,0.750953913534,0.754234473597,146.471974999
100,0.0938634227208,0.0931324504568,0.750953913534,0.754234473597,161.960310614
110,0.0935149997896,0.0927009313637,0.750953913534,0.754234473597,177.220492061
120,0.0945290635342,0.0938538195391,0.750953913534,0.754234473597,192.766011086
130,0.0945290635342,0.0938538195391,0.750953913534,0.754234473597,208.192327386
140,0.0937500911866,0.0928550945401,0.750953913534,0.754234473597,224.421325409
150,0.0945262532905,0.0938481936385,0.750953913534,0.754234473597,239.598737365
160,0.0958928481386,0.0952959983163,0.750953913534,0.754234473597,255.515575124
170,0.0989444512074,0.098463159857,0.750953913534,0.754234473597,271.860466112
180,0.0944166537887,0.0936850425222,0.750953913534,0.754234473597,287.926287496
190,0.10614032225,0.1058093486,0.75141842795,0.755097974095,305.233620602
200,0.0945065815851,0.0938088123346,0.750953913534,0.754234473597,323.173487729
210,0.0935869644599,0.0927892869662,0.750953913534,0.754234473597,339.468577356
220,0.0944435716582,0.0937411378843,0.750953913534,0.754234473597,354.95380816
230,0.0935869644599,0.0927949327825,0.750953913534,0.754234473597,370.381016809
240,0.0962302646837,0.0956359251835,0.750953913534,0.754234473597,386.206064562
250,0.0934797971655,0.0926255582915,0.750953913534,0.754234473597,401.468824237
