iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,0.170950305893,0.171421116633,0.249046086466,0.245765526403,0.519515031
10,0.100534718572,0.100036728412,0.750953913534,0.754234473597,6.088278582
20,0.0940594222961,0.093249694291,0.750953913534,0.754234473597,11.897563776
30,0.0987919971527,0.0983499716625,0.750953913534,0.754234473597,17.989509859
40,0.104350035094,0.104010278372,0.750953913534,0.754234473597,23.772053326
50,0.0943004907376,0.0936293362741,0.750953913534,0.754234473597,29.230334543
60,0.0989754329462,0.0985128788145,0.750953913534,0.754234473597,34.738732197
70,0.093506160829,0.092640142592,0.750953913534,0.754234473597,40.319080634
80,0.0987038593147,0.0982073625309,0.750953913534,0.754234473597,46.030808907
90,0.0936650226499,0.0928977743184,0.750953913534,0.754234473597,51.636155575
100,0.0988374863148,0.0984135933536,0.750953913534,0.754234473597,57.277999298
110,0.0942635857185,0.0933487969457,0.750953913534,0.754234473597,63.107755326
120,0.0939085728719,0.0932013496259,0.750953913534,0.754234473597,69.220634649
130,0.0939085728769,0.0932013496259,0.750953913534,0.754234473597,75.052869711
140,0.0939085728698,0.0932013496259,0.750953913534,0.754234473597,81.009570439
150,0.0939085728749,0.0932013496259,0.750953913534,0.754234473597,86.853687231
160,0.093834149946,0.0931075767269,0.750953913534,0.754234473597,92.436723663
170,0.0939459344747,0.0932263238553,0.750953913534,0.754234473597,97.979471914
180,0.0939085729089,0.0932013496259,0.750953913534,0.754234473597,103.510839498
190,0.0938889882762,0.0931825950461,0.750953913534,0.754234473597,109.006428795
200,0.0938889882853,0.0931825950461,0.750953913534,0.754234473597,114.5135924
210,0.0938887981919,0.0931825950461,0.750953913534,0.754234473597,120.150456534
220,0.0935956992541,0.0929003383745,0.750953913534,0.754234473597,125.931614977
230,0.0938912723355,0.0931835107216,0.750953913534,0.754234473597,131.482534423
240,0.0938748662955,0.093167039728,0.750953913534,0.754234473597,137.177274839
250,0.0938749185682,0.0931692741265,0.750953913534,0.754234473597,143.009414725
