k,Kmeans,GMM
2,0.16296377209225474,0.17271180114633106
3,0.21222495023754026,0.10452263018890397
4,0.1851806565239144,0.13920901191923266
5,0.19219958269474527,0.17166316564030717
6,0.17550628986749114,0.1819290973197218
7,0.19814841596428903,0.17645725869271725
8,0.19177238813156555,0.15201000462906442
9,0.19956145705932565,0.1512327254372652
10,0.20978364696023719,0.14651365097543567
15,0.19958724357365676,0.11391350229764245
20,0.18686703911919936,0.0931321935897706
