iterations,fitness,time
0,2501.71186947,0.000133835
10,2571.29973995,0.000218803999999
20,2715.65234596,0.000325287999999
30,2906.51291762,0.000401869000001
40,2995.2395111,0.000449641000003
50,2995.2395111,0.000504706000008
60,2995.2395111,0.000567065000006
70,2995.2395111,0.000638541000001
80,2995.2395111,0.000727156000004
90,2995.2395111,0.000758153000007
100,2995.2395111,0.000827441000013
110,2995.2395111,0.000876672000018
120,2995.2395111,0.000916056000023
130,2995.2395111,0.000974403000022
140,2995.2395111,0.00100357700002
150,2995.2395111,0.00103384500002
160,2995.2395111,0.00106557200002
170,2995.2395111,0.00109584000001
180,2995.2395111,0.00112100300002
190,2995.2395111,0.00115054100002
200,2995.2395111,0.00118372600001
210,2995.2395111,0.00121399400002
220,2995.2395111,0.00124207400002
230,2995.2395111,0.00127270600002
240,2995.2395111,0.00131792500002
250,2995.2395111,0.00141638600002
260,2995.2395111,0.00146342800002
270,2995.2395111,0.00149150800002
280,2995.2395111,0.00157100600002
290,2995.2395111,0.00160054400002
300,2995.2395111,0.00167821900002
310,2995.2395111,0.00172745000002
320,2995.2395111,0.00175443500002
330,2995.2395111,0.00177850400002
340,2995.2395111,0.00180366600002
350,2995.2395111,0.00184305000002
360,2995.2395111,0.00187331700002
370,2995.2395111,0.00191306600002
380,2995.2395111,0.00196776700002
390,2995.2395111,0.00202575000003
400,2995.2395111,0.00204471300003
410,2995.2395111,0.00206477000003
420,2995.2395111,0.00208336800003
430,2995.2395111,0.00209868400003
440,2995.2395111,0.00211837600003
450,2995.2395111,0.00215229000003
460,2995.2395111,0.00217125300004
470,2995.2395111,0.00218839200004
480,2995.2395111,0.00220844900004
490,2995.2395111,0.00222668300004
500,2995.2395111,0.00224418700004
510,2995.2395111,0.00227664300004
520,2995.2395111,0.00229451200004
530,2995.2395111,0.00231493400004
540,2995.2395111,0.00234228400004
550,2995.2395111,0.00238203300004
560,2995.2395111,0.00239990200004
570,2995.2395111,0.00242178300004
580,2995.2395111,0.00245496800004
590,2995.2395111,0.00248997700004
600,2995.2395111,0.00252863300004
610,2995.2395111,0.00254759600003
620,2995.2395111,0.00257057100004
630,2995.2395111,0.00260448600004
640,2995.2395111,0.00262199000004
650,2995.2395111,0.00264387000004
660,2995.2395111,0.00266137500005
670,2995.2395111,0.00269565400005
680,2995.2395111,0.00275108400005
690,2995.2395111,0.00276713000004
700,2995.2395111,0.00280687900005
710,2995.2395111,0.00282511200005
720,2995.2395111,0.00286923800005
730,2995.2395111,0.00296514700005
740,2995.2395111,0.00298119300005
750,2995.2395111,0.00301255500005
760,2995.2395111,0.00302860100005
770,2995.2395111,0.00304245800005
780,2995.2395111,0.00306215000005
790,2995.2395111,0.00307710200005
800,2995.2395111,0.00309095900005
810,2995.2395111,0.00310664000005
820,2995.2395111,0.00312232100005
830,2995.2395111,0.00315404700005
840,2995.2395111,0.00316790400005
850,2995.2395111,0.00319926600005
860,2995.2395111,0.00322989800005
870,2995.2395111,0.00324995500005
880,2995.2395111,0.00326636500005
890,2995.2395111,0.00328459800005
900,2995.2395111,0.00330173800005
910,2995.2395111,0.00333492300005
920,2995.2395111,0.00335096900005
930,2995.2395111,0.00336409700005
940,2995.2395111,0.00338123700005
950,2995.2395111,0.00341697500005
