k,Kmeans,GMM
2,0.39037192561487705,0.39727054589082184
3,0.4379124175164967,0.4377624475104979
4,0.5635872825434913,0.5706358728254349
5,0.6826634673065387,0.6831133773245351
6,0.8159868026394721,0.8188362327534493
7,0.8675764847030594,0.8719256148770246
8,0.847630473905219,0.8516796640671865
9,0.8387822435512897,0.8125374925014996
10,0.840881823635273,0.8372825434913017
15,0.8717756448710258,0.8756748650269947
20,0.845380923815237,0.8726754649070186
