k,Kmeans,GMM
2,0.4494886998039259,0.35117745185978483
3,0.38283159083075674,0.5036118270510747
4,0.5217016552555157,0.6453194190922457
5,0.6937184180082104,0.7307663606717235
6,0.6752613887792311,0.7243672394399073
7,0.6908715871905539,0.7009890591801395
8,0.6811969051568293,0.753243452499374
9,0.6720726465659201,0.754373623453629
10,0.6549388321072408,0.7331024807606581
15,0.5746509299133209,0.6720045591841364
20,0.5668824675326594,0.6408818120036467
