iterations,fitness,time,fevals
0,23.0,0.000639634000002,577
10,22.0,0.00124681200001,1064
20,27.0,0.00187805900001,1549
30,29.0,0.002330252,2036
40,26.0,0.002757282,2515
50,26.0,0.003252506,2980
60,26.0,0.00375867,3457
70,25.0,0.004247329,3943
80,26.0,0.00472286,4432
90,25.0,0.005383645,4911
100,25.0,0.005817604,5397
110,26.0,0.006316475,5867
120,25.0,0.006808781,6335
130,26.0,0.00743091,6817
140,28.0,0.007944002,7302
150,28.0,0.00844834299999,7781
160,27.0,0.00897456399999,8253
170,28.0,0.00947598799999,8734
180,28.0,0.00995407299999,9220
190,28.0,0.010730094,9703
200,29.0,0.011199791,10173
210,29.0,0.011722001,10664
220,31.0,0.012197168,11149
230,31.0,0.012612529,11634
240,32.0,0.013170841,12116
250,32.0,0.013590943,12610
260,32.0,0.01402162,13095
270,33.0,0.014478553,13570
280,33.0,0.015226858,14051
290,32.0,0.015622162,14523
300,32.0,0.016071437,15000
310,32.0,0.016595835,15486
320,32.0,0.017192073,15967
330,32.0,0.017589565,16445
340,32.0,0.018024253,16927
350,32.0,0.018619032,17414
360,32.0,0.019106233,17895
370,31.0,0.019563166,18371
380,32.0,0.020043803,18853
390,32.0,0.020525899,19334
400,32.0,0.021053944,19806
410,32.0,0.021509783,20290
420,33.0,0.022304766,20776
430,32.0,0.022874019,21261
440,32.0,0.023363408,21740
450,33.0,0.023916614,22236
460,34.0,0.024366618,22717
470,32.0,0.024857466,23199
480,31.0,0.025322787,23687
490,32.0,0.0257469,24166
500,32.0,0.026276768,24645
510,31.0,0.026770168,25128
520,32.0,0.02732848,25607
530,32.0,0.027776297,26085
540,32.0,0.028323304,26563
550,33.0,0.028757263,27048
560,32.0,0.029236076,27518
570,32.0,0.029666753,28002
580,33.0,0.030151037,28489
590,34.0,0.030700597,28981
600,34.0,0.031204209,29459
610,34.0,0.031638168,29931
620,34.0,0.032247534,30404
630,33.0,0.032715407,30883
640,34.0,0.033107064,31348
650,34.0,0.033527166,31837
660,34.0,0.033953103,32319
670,35.0,0.034376487,32805
680,34.0,0.034775073,33287
690,35.0,0.035192257,33777
700,34.0,0.035692222,34263
710,35.0,0.036130557,34741
720,35.0,0.036884333,35217
730,35.0,0.037392685,35716
740,34.0,0.03805274,36202
750,35.0,0.038732852,36693
760,36.0,0.039174834,37180
770,34.0,0.039659482,37660
780,36.0,0.040118968,38134
790,35.0,0.04064446,38609
800,35.0,0.041833289,39099
810,34.0,0.042351487,39575
820,36.0,0.042861297,40060
830,37.0,0.043373295,40548
840,37.0,0.043872165,41018
850,37.0,0.044582545,41504
860,38.0,0.045080322,41987
870,38.0,0.045492765,42473
880,39.0,0.046269151,42963
890,39.0,0.046732284,43444
900,40.0,0.047178277,43923
910,40.0,0.047633387,44400
920,40.0,0.048040361,44881
930,40.0,0.048415608,45360
940,41.0,0.04889588,45848
950,42.0,0.049492848,46334
960,42.0,0.049882682,46818
970,43.0,0.050263764,47297
980,43.0,0.050768834,47783
990,42.0,0.051195499,48263
1000,41.0,0.051641857,48752
1010,41.0,0.052191781,49228
1020,42.0,0.05264215,49710
1030,43.0,0.053046206,50187
1040,42.0,0.053525749,50667
1050,42.0,0.054197109,51147
1060,42.0,0.054677017,51621
1070,45.0,0.055158018,52091
1080,44.0,0.056022654,52572
1090,46.0,0.056500009,53054
1100,45.0,0.057074731,53532
1110,46.0,0.05754297,54007
1120,46.0,0.057984587,54485
1130,47.0,0.05844772,54974
1140,48.0,0.05884813,55457
1150,47.0,0.059344083,55938
1160,48.0,0.059751056,56416
1170,46.0,0.060164958,56906
1180,45.0,0.060955566,57400
1190,47.0,0.061373115,57887
1200,48.0,0.061796864,58376
