iterations,fitness,time,fevals
0,26.0,0.080619388,1000
10,36.0,0.14696225,2100
20,39.0,0.208097239,3200
30,42.0,0.266960689,4300
40,42.0,0.315348586,5400
50,42.0,0.365332286,6500
60,43.0,0.413991863,7600
70,42.0,0.466292321,8700
80,43.0,0.517882398,9800
90,43.0,0.567086065,10900
100,45.0,0.616823611,12000
110,43.0,0.665411348,13100
120,43.0,0.714295562,14200
130,44.0,0.763606807,15300
140,44.0,0.811399559,16400
150,44.0,0.8595661,17500
160,45.0,0.909707338,18600
170,44.0,0.959428474,19700
180,46.0,1.007127506,20800
190,44.0,1.054545741,21900
200,44.0,1.101464012,23000
210,44.0,1.148664538,24100
220,44.0,1.195822763,25200
230,44.0,1.244592835,26300
240,45.0,1.291384564,27400
250,44.0,1.340659706,28500
260,46.0,1.390542391,29600
270,45.0,1.437647738,30700
280,46.0,1.483735652,31800
290,46.0,1.532698271,32900
300,46.0,1.578356601,34000
310,46.0,1.625793435,35100
320,46.0,1.67092518,36200
330,46.0,1.720241895,37300
340,46.0,1.765648967,38400
350,46.0,1.812654029,39500
360,45.0,1.860498565,40600
370,46.0,1.907975148,41700
380,46.0,1.952953366,42800
390,47.0,2.005475543,43900
400,46.0,2.050407083,45000
410,47.0,2.099456858,46100
420,47.0,2.148813322,47200
430,48.0,2.194683891,48300
440,47.0,2.240758676,49400
450,47.0,2.288482506,50500
460,48.0,2.334458101,51600
470,51.0,2.380294756,52700
480,56.0,2.4259994,53800
490,61.0,2.474540823,54900
500,60.0,2.522750031,56000
510,61.0,2.571717026,57100
520,60.0,2.619175011,58200
530,61.0,2.665097363,59300
540,63.0,2.712656726,60400
550,60.0,2.762058409,61500
560,61.0,2.808337045,62600
570,61.0,2.853861176,63700
580,60.0,2.902717675,64800
590,60.0,2.948984642,65900
600,61.0,2.998114281,67000
610,62.0,3.04713233,68100
620,62.0,3.094903568,69200
630,61.0,3.144019349,70300
640,65.0,3.191047751,71400
650,62.0,3.239970986,72500
660,74.0,3.289104271,73600
