iterations,fitness,time,fevals
0,30.0,0.081173324,1000
10,30.0,0.151243858,2100
20,35.0,0.21736646,3200
30,41.0,0.277658329,4300
40,46.0,0.33527752,5400
50,48.0,0.386096317,6500
60,51.0,0.435768587,7600
70,51.0,0.485703421,8700
80,48.0,0.53392758,9800
90,48.0,0.584393739,10900
100,50.0,0.638384449,12000
110,52.0,0.692760982,13100
120,52.0,0.743587801,14200
130,52.0,0.793140823,15300
140,53.0,0.842194609,16400
150,54.0,0.89178118,17500
160,53.0,0.941968731,18600
170,51.0,0.990257437,19700
180,52.0,1.037477291,20800
190,53.0,1.084985235,21900
200,52.0,1.133971923,23000
210,51.0,1.183350997,24100
220,51.0,1.231411418,25200
230,51.0,1.278598087,26300
240,50.0,1.327194941,27400
250,50.0,1.373879093,28500
260,51.0,1.419428751,29600
270,51.0,1.467789297,30700
280,50.0,1.517830614,31800
290,52.0,1.572638553,32900
300,50.0,1.620794519,34000
310,51.0,1.668807898,35100
320,61.0,1.719017329,36200
330,51.0,1.767755675,37300
340,51.0,1.815649806,38400
350,53.0,1.862047691,39500
360,53.0,1.908619524,40600
370,52.0,1.956780595,41700
380,54.0,2.005284093,42800
390,51.0,2.054889627,43900
400,51.0,2.103058721,45000
410,52.0,2.149642223,46100
420,51.0,2.198092843,47200
430,52.0,2.248258878,48300
440,52.0,2.294609355,49400
450,51.0,2.340059822,50500
460,53.0,2.387049933,51600
470,52.0,2.435868142,52700
480,52.0,2.482283531,53800
490,51.0,2.529148195,54900
500,52.0,2.57591148,56000
510,51.0,2.622822457,57100
520,52.0,2.669500409,58200
530,52.0,2.716863579,59300
540,52.0,2.765285755,60400
550,61.0,2.810342742,61500
560,61.0,2.859478945,62600
570,52.0,2.909713538,63700
580,51.0,2.956447649,64800
590,51.0,3.00236599,65900
600,50.0,3.050626616,67000
610,51.0,3.098947778,68100
620,51.0,3.144993754,69200
630,50.0,3.192707373,70300
640,50.0,3.237788064,71400
650,51.0,3.285186972,72500
660,51.0,3.332542848,73600
670,52.0,3.378301828,74700
680,52.0,3.426035868,75800
690,52.0,3.474598077,76900
700,58.0,3.523310531,78000
710,53.0,3.571547819,79100
720,52.0,3.620791235,80200
730,52.0,3.667700024,81300
740,52.0,3.714433041,82400
750,52.0,3.764001744,83500
760,52.0,3.81049809,84600
770,53.0,3.861140751,85700
780,53.0,3.90838212,86800
790,57.0,3.955320083,87900
800,53.0,4.003631764,89000
810,53.0,4.052509779,90100
820,53.0,4.100029757,91200
830,54.0,4.149148091,92300
840,55.0,4.198170516,93400
850,55.0,4.249992524,94500
860,68.0,4.296655889,95600
870,69.0,4.344565337,96700
880,69.0,4.392633052,97800
890,68.0,4.44156358,98900
900,66.0,4.488497167,100000
910,69.0,4.539128158,101100
920,66.0,4.585816686,102200
930,69.0,4.634176503,103300
940,69.0,4.683347714,104400
950,67.0,4.729631456,105500
960,70.0,4.775719005,106600
970,66.0,4.823167507,107700
980,69.0,4.872344918,108800
990,69.0,4.918498837,109900
1000,88.0,4.963970455,111000
1010,68.0,5.011655265,112100
1020,69.0,5.059558513,113200
1030,61.0,5.109409836,114300
1040,69.0,5.156926168,115400
1050,66.0,5.203734673,116500
1060,70.0,5.251613124,117600
1070,70.0,5.299189627,118700
1080,70.0,5.346700488,119800
1090,71.0,5.39432768,120900
1100,70.0,5.441858234,122000
1110,64.0,5.489580605,123100
1120,62.0,5.537317563,124200
1130,69.0,5.586546757,125300
1140,72.0,5.632319594,126400
1150,71.0,5.679854889,127500
1160,71.0,5.730652535,128600
1170,69.0,5.779367178,129700
1180,71.0,5.826618394,130800
1190,70.0,5.873598659,131900
1200,70.0,5.921019812,133000
1210,69.0,5.970824457,134100
1220,70.0,6.017657759,135200
1230,68.0,6.063063372,136300
1240,69.0,6.111034085,137400
1250,70.0,6.159492728,138500
1260,70.0,6.207173892,139600
1270,69.0,6.252433271,140700
1280,65.0,6.299352271,141800
1290,70.0,6.345157564,142900
1300,69.0,6.39196935,144000
1310,68.0,6.440672688,145100
1320,69.0,6.487792622,146200
1330,70.0,6.537345279,147300
1340,69.0,6.585931557,148400
1350,70.0,6.632142,149500
1360,69.0,6.6791157,150600
1370,69.0,6.726724294,151700
1380,67.0,6.773444548,152800
1390,69.0,6.819289591,153900
1400,68.0,6.865156514,155000
1410,68.0,6.913896318,156100
1420,68.0,6.962471291,157200
1430,68.0,7.01112941,158300
1440,70.0,7.058027259,159400
1450,70.0,7.103935025,160500
1460,65.0,7.151251882,161600
1470,69.0,7.199206914,162700
1480,70.0,7.245680285,163800
1490,69.0,7.293795043,164900
1500,65.0,7.342886026,166000
1510,69.0,7.389221917,167100
1520,71.0,7.437124436,168200
1530,69.0,7.484592631,169300
1540,68.0,7.53518752,170400
1550,70.0,7.581631353,171500
1560,70.0,7.628340302,172600
1570,71.0,7.674322096,173700
1580,67.0,7.724336063,174800
1590,68.0,7.772449727,175900
1600,70.0,7.820037535,177000
1610,69.0,7.865661951,178100
1620,67.0,7.912564906,179200
1630,69.0,7.959888691,180300
1640,69.0,8.007369285,181400
1650,69.0,8.056385146,182500
1660,70.0,8.103612293,183600
1670,69.0,8.149274999,184700
1680,69.0,8.196702351,185800
1690,70.0,8.244639513,186900
1700,68.0,8.294028433,188000
1710,70.0,8.343262368,189100
1720,71.0,8.389863009,190200
1730,71.0,8.43570331,191300
1740,71.0,8.482026801,192400
1750,75.0,8.528400981,193500
1760,69.0,8.576175501,194600
1770,70.0,8.623077361,195700
1780,71.0,8.669781934,196800
1790,68.0,8.714431583,197900
1800,68.0,8.762445326,199000
1810,71.0,8.811227797,200100
1820,70.0,8.858045053,201200
1830,66.0,8.906236027,202300
1840,66.0,8.950717198,203400
1850,71.0,8.997506375,204500
1860,69.0,9.045220723,205600
1870,71.0,9.095555237,206700
1880,71.0,9.142106648,207800
1890,71.0,9.188929374,208900
1900,71.0,9.238297508,210000
1910,67.0,9.284688828,211100
1920,70.0,9.330804821,212200
1930,71.0,9.376513841,213300
1940,67.0,9.424395939,214400
1950,69.0,9.470529801,215500
1960,70.0,9.516777805,216600
1970,69.0,9.562452181,217700
1980,68.0,9.608254557,218800
1990,71.0,9.65408246,219900
2000,71.0,9.709409326,221000
2010,75.0,9.75946997,222100
2020,72.0,9.805202329,223200
