iterations,fitness,time,fevals
0,13.0,1.71400000006e-05,11
10,16.0,3.31850000013e-05,21
20,15.0,9.66380000023e-05,31
30,15.0,0.000115236000003,41
40,18.0,0.000133834000003,51
50,18.0,0.000153526000004,61
60,18.0,0.000191452000005,71
70,19.0,0.000210050000005,81
80,20.0,0.000270586000005,91
90,20.0,0.000297207000004,101
100,22.0,0.000323463000004,111
110,22.0,0.000350084000004,121
120,24.0,0.000374882000004,131
130,24.0,0.000400774000004,141
140,24.0,0.000427395000004,151
150,24.0,0.000468968000005,161
160,24.0,0.000505435000006,171
170,24.0,0.000528409000006,181
180,24.0,0.000550654000007,191
190,24.0,0.000574722000007,201
200,24.0,0.000600613000007,211
210,24.0,0.000627963000007,221
220,24.0,0.000658961000006,231
230,25.0,0.000681206000005,241
240,25.0,0.000704181000003,251
250,25.0,0.000726791000004,261
260,25.0,0.000757788000003,271
270,26.0,0.000779668000003,281
280,26.0,0.000800089000002,291
290,26.0,0.000820876000002,301
300,26.0,0.000842392000003,311
310,26.0,0.000858438000002,321
320,26.0,0.000878859000002,331
330,26.0,0.000923349000002,341
340,26.0,0.000943406000003,351
350,26.0,0.000959816000003,361
360,26.0,0.000978779000002,371
370,26.0,0.001001388,381
380,26.0,0.001024362,391
390,26.0,0.001042596,401
400,26.0,0.001086357,411
410,26.0,0.001108237,421
420,26.0,0.0011272,431
430,26.0,0.00114434000001,441
440,26.0,0.00116913800001,451
450,26.0,0.001191383,461
460,26.0,0.001227121,471
470,26.0,0.001262859,481
480,27.0,0.001298962,491
490,27.0,0.001319749,501
500,27.0,0.0013409,511
510,27.0,0.001359498,521
520,27.0,0.001378826,531
530,27.0,0.001394142,541
540,27.0,0.001415293,551
550,28.0,0.001434256,561
560,28.0,0.001455043,571
570,28.0,0.001474736,581
580,28.0,0.001494428,591
590,31.0,0.001549858,601
600,31.0,0.001596901,611
610,31.0,0.001617322,621
620,31.0,0.001641026,631
630,31.0,0.001662177,641
640,31.0,0.001699738,651
650,31.0,0.001718701,661
660,31.0,0.001755897,671
670,31.0,0.001790905,681
680,31.0,0.001806586,691
690,31.0,0.001825914,701
700,32.0,0.001847794,711
710,32.0,0.00186858,721
720,32.0,0.001890095,731
730,32.0,0.00191708,741
740,32.0,0.001942971,751
750,32.0,0.001963757,761
760,32.0,0.001986002,771
770,32.0,0.002013717,781
780,32.0,0.002035233,791
790,32.0,0.002056748,801
800,35.0,0.002124212,811
810,37.0,0.002147187,821
820,37.0,0.002167244,831
830,37.0,0.002190948,841
840,37.0,0.00221684,851
850,37.0,0.002237991,861
860,37.0,0.002264612,871
870,37.0,0.002286857,881
880,38.0,0.002358698,891
890,39.0,0.002388236,901
900,39.0,0.002410117,911
910,39.0,0.002430174,921
920,39.0,0.002449137,931
930,39.0,0.002465182,941
940,39.0,0.002485968,951
950,39.0,0.002530458,961
960,39.0,0.002550879,971
970,39.0,0.002568019,981
980,39.0,0.002590263,991
990,39.0,0.002615061,1001
