iterations,fitness,time,fevals
0,13.0,1.78689999997e-05,11
10,15.0,4.70420000003e-05,21
20,15.0,7.18400000004e-05,31
30,15.0,0.000100284000001,41
40,15.0,0.000128729000001,51
50,15.0,0.000183795000002,61
60,15.0,0.000213333000002,71
70,15.0,0.000255270000002,81
80,15.0,0.000284079000002,91
90,15.0,0.000315076000001,101
100,15.0,0.000347167000001,111
110,16.0,0.000375611000002,121
120,16.0,0.000468603000002,131
130,16.0,0.000499965000002,141
140,16.0,0.000528410000002,151
150,16.0,0.000573994000002,161
160,18.0,0.000611191000002,171
170,18.0,0.000657869000002,181
180,18.0,0.000753048000003,191
190,18.0,0.000792797000003,201
200,18.0,0.000817230000003,211
210,18.0,0.000846403000002,221
220,18.0,0.000875577000002,231
230,18.0,0.000951064000002,241
240,18.0,0.000986073000002,251
250,18.0,0.001029833,261
260,19.0,0.001068488,271
270,21.0,0.001119542,281
280,21.0,0.001148715,291
290,21.0,0.001171325,301
300,21.0,0.001201957,311
310,21.0,0.001228213,321
320,21.0,0.001270514,331
330,21.0,0.001294947,341
340,22.0,0.001329591,351
350,22.0,0.001353659,361
360,22.0,0.00138575,371
370,22.0,0.00143097,381
380,22.0,0.001464885,391
390,23.0,0.001493694,401
400,23.0,0.001540372,411
410,23.0,0.001628987,421
420,23.0,0.001666183,431
430,23.0,0.001731824,441
440,23.0,0.001766467,451
450,23.0,0.001800382,461
460,23.0,0.001855447,471
470,23.0,0.001886809,481
480,23.0,0.001921089,491
490,23.0,0.001996941,501
500,23.0,0.002076439,511
510,23.0,0.002142809,521
520,23.0,0.002235071,531
530,23.0,0.002262421,541
540,23.0,0.002289406,551
550,23.0,0.002329155,561
560,24.0,0.002361975,571
570,24.0,0.002386043,581
580,24.0,0.002426157,591
590,24.0,0.002526077,601
600,25.0,0.002552698,611
610,25.0,0.002580048,621
620,26.0,0.002634019,631
630,26.0,0.002663192,641
640,26.0,0.002686531,651
650,26.0,0.002797755,661
660,26.0,0.00282474,671
670,26.0,0.002852091,681
680,26.0,0.00287543,691
690,26.0,0.002908615,701
700,27.0,0.002955293,711
