iterations,fitness,time,fevals
0,30.0,0.082301252,1000
10,46.0,0.148338884,2100
20,52.0,0.205228367,3200
30,51.0,0.260876873,4300
40,51.0,0.313675106,5400
50,50.0,0.366504337,6500
60,50.0,0.418457992,7600
70,51.0,0.470398154,8700
80,53.0,0.521134536,9800
90,51.0,0.571038007,10900
100,53.0,0.622282376,12000
110,51.0,0.671817894,13100
120,51.0,0.722883938,14200
130,51.0,0.773453664,15300
140,52.0,0.824960961,16400
150,52.0,0.878070625,17500
160,51.0,0.931554441,18600
170,52.0,0.983032929,19700
180,53.0,1.036821976,20800
190,52.0,1.088078379,21900
200,51.0,1.141907539,23000
210,51.0,1.194567927,24100
220,51.0,1.247882535,25200
230,51.0,1.301418499,26300
240,51.0,1.351243202,27400
250,51.0,1.402584209,28500
260,52.0,1.452526701,29600
270,51.0,1.504576629,30700
280,52.0,1.555164225,31800
290,52.0,1.605954943,32900
300,52.0,1.65803368,34000
310,52.0,1.713005721,35100
320,51.0,1.763737726,36200
330,52.0,1.814031031,37300
340,52.0,1.863808326,38400
350,53.0,1.913482054,39500
360,52.0,1.97540364,40600
370,52.0,2.033400266,41700
380,52.0,2.089528315,42800
390,52.0,2.153040962,43900
400,51.0,2.225356415,45000
410,52.0,2.282700279,46100
420,53.0,2.334777192,47200
430,52.0,2.387752657,48300
440,52.0,2.440312396,49400
450,51.0,2.492020626,50500
460,52.0,2.542073612,51600
470,52.0,2.596140173,52700
480,52.0,2.64621577,53800
490,52.0,2.698115453,54900
500,52.0,2.748587447,56000
510,52.0,2.799862813,57100
520,53.0,2.856142201,58200
530,52.0,2.909112195,59300
540,52.0,2.957150372,60400
550,52.0,3.006921103,61500
560,53.0,3.058651943,62600
570,54.0,3.110083023,63700
580,53.0,3.161426583,64800
590,53.0,3.209956337,65900
600,54.0,3.260737208,67000
610,54.0,3.311516256,68100
620,54.0,3.360552174,69200
630,53.0,3.410228455,70300
640,54.0,3.45957325,71400
650,53.0,3.509262659,72500
660,54.0,3.559194575,73600
670,53.0,3.610238739,74700
680,53.0,3.669161266,75800
690,54.0,3.718517,76900
700,53.0,3.767436588,78000
710,53.0,3.820117398,79100
720,54.0,3.872112625,80200
730,53.0,3.921730923,81300
740,53.0,3.972505595,82400
750,53.0,4.021969638,83500
760,53.0,4.074184397,84600
770,53.0,4.125015228,85700
780,53.0,4.176252668,86800
790,53.0,4.227196548,87900
800,53.0,4.276712009,89000
810,53.0,4.327807956,90100
820,54.0,4.380939865,91200
830,53.0,4.434471453,92300
840,53.0,4.491208869,93400
850,53.0,4.549970211,94500
860,53.0,4.598650575,95600
870,54.0,4.651289812,96700
880,53.0,4.702556061,97800
890,53.0,4.752180194,98900
900,54.0,4.80227293,100000
910,53.0,4.85273362,101100
920,53.0,4.905290806,102200
930,53.0,4.957375377,103300
940,53.0,5.00793234,104400
950,54.0,5.058833917,105500
960,53.0,5.111460391,106600
970,53.0,5.166086724,107700
980,53.0,5.215899392,108800
990,53.0,5.265340096,109900
1000,54.0,5.325725685,111000
1010,54.0,5.375210149,112100
1020,53.0,5.426115373,113200
1030,54.0,5.47756651,114300
1040,53.0,5.527491132,115400
1050,53.0,5.576418013,116500
1060,53.0,5.626678863,117600
1070,53.0,5.67779742,118700
1080,53.0,5.728049517,119800
1090,53.0,5.778462435,120900
1100,53.0,5.829893151,122000
1110,53.0,5.880189009,123100
1120,53.0,5.930868137,124200
1130,53.0,5.978740023,125300
1140,53.0,6.028188749,126400
1150,53.0,6.076574093,127500
1160,53.0,6.125964471,128600
1170,54.0,6.176689183,129700
1180,53.0,6.227673906,130800
1190,54.0,6.280735433,131900
1200,53.0,6.333090591,133000
1210,53.0,6.3833467,134100
1220,53.0,6.436167908,135200
1230,54.0,6.487818156,136300
1240,53.0,6.539592028,137400
1250,53.0,6.590467349,138500
1260,53.0,6.641713906,139600
1270,54.0,6.692052066,140700
1280,53.0,6.743031318,141800
1290,55.0,6.794396028,142900
1300,53.0,6.848182522,144000
1310,53.0,6.900131071,145100
1320,54.0,6.950706632,146200
1330,53.0,7.00338817,147300
1340,53.0,7.055864398,148400
1350,54.0,7.108622518,149500
1360,53.0,7.165117427,150600
1370,56.0,7.219954174,151700
1380,54.0,7.275192789,152800
1390,54.0,7.327130033,153900
1400,53.0,7.37927587,155000
1410,56.0,7.430911166,156100
1420,54.0,7.482208412,157200
1430,54.0,7.532478743,158300
1440,53.0,7.583249038,159400
1450,53.0,7.633232373,160500
1460,55.0,7.68427289,161600
1470,55.0,7.734819642,162700
1480,54.0,7.784502852,163800
1490,54.0,7.835305968,164900
1500,54.0,7.88454829,166000
1510,53.0,7.940179657,167100
1520,54.0,7.990983138,168200
1530,53.0,8.042079086,169300
1540,56.0,8.092409223,170400
1550,53.0,8.144701293,171500
1560,54.0,8.196820144,172600
1570,53.0,8.246480015,173700
1580,53.0,8.296953103,174800
1590,53.0,8.345847529,175900
1600,53.0,8.39529115,177000
1610,54.0,8.446307963,178100
1620,53.0,8.497605574,179200
1630,54.0,8.548096531,180300
1640,53.0,8.597551092,181400
1650,54.0,8.649936882,182500
1660,53.0,8.700900818,183600
1670,54.0,8.750724426,184700
1680,53.0,8.802339665,185800
1690,55.0,8.853146063,186900
1700,53.0,8.905503773,188000
1710,54.0,8.956074958,189100
1720,54.0,9.009283083,190200
1730,54.0,9.060261971,191300
1740,53.0,9.110972825,192400
1750,54.0,9.163381955,193500
1760,54.0,9.216855925,194600
1770,53.0,9.26561287,195700
1780,53.0,9.317531516,196800
1790,55.0,9.370726148,197900
1800,54.0,9.421383031,199000
1810,53.0,9.470499176,200100
1820,53.0,9.519536552,201200
1830,53.0,9.569715351,202300
1840,53.0,9.620380257,203400
1850,53.0,9.670127284,204500
1860,53.0,9.722708538,205600
1870,54.0,9.772054063,206700
1880,53.0,9.822044691,207800
1890,53.0,9.873101254,208900
