iterations,fitness,time,fevals
0,536.0,0.002855378
10,535.0,0.005069299
20,542.0,0.00709577799999
30,551.0,0.010820168
40,545.0,0.012559287
50,546.0,0.014211978
60,544.0,0.015921923
70,550.0,0.017612541
80,550.0,0.019878245
90,556.0,0.021606423
100,554.0,0.023177428
110,550.0,0.026248691
120,546.0,0.027767913
130,536.0,0.029532923
140,540.0,0.031548097
150,544.0,0.033104515
160,538.0,0.034687554
170,540.0,0.03659041
180,546.0,0.038430542
190,538.0,0.043043637
200,546.0,0.044626676
210,544.0,0.046916449
220,542.0,0.0485644
230,542.0,0.050197399
240,538.0,0.051689635
250,542.0,0.053645004
260,542.0,0.055120464
270,540.0,0.056753098
280,538.0,0.058912318
290,542.0,0.060588713
300,542.0,0.062100641
310,538.0,0.063606004
320,542.0,0.065152576
330,544.0,0.067566702
340,552.0,0.069043257
350,546.0,0.070592746
360,546.0,0.073219839
370,546.0,0.074742343
380,548.0,0.076801642
390,548.0,0.078472202
400,550.0,0.082392785
410,550.0,0.083924406
420,552.0,0.085500517
430,552.0,0.088815017
440,556.0,0.090383834
450,552.0,0.091993858
460,552.0,0.093555017
470,552.0,0.0950509
480,560.0,0.097753845
490,550.0,0.099259938
500,552.0,0.100864128
510,554.0,0.102711189
520,558.0,0.104259584
530,558.0,0.107051509
540,554.0,0.108718423
550,550.0,0.110479421
560,552.0,0.11226777
570,548.0,0.113854091
580,546.0,0.116884147
590,548.0,0.118454423
600,548.0,0.120760606
610,548.0,0.124637793
620,548.0,0.126268604
630,544.0,0.127914366
640,536.0,0.129613006
650,537.0,0.132672964
660,535.0,0.134369416
670,537.0,0.137230628
680,543.0,0.138973393
690,541.0,0.140540022
700,539.0,0.142076748
710,543.0,0.143808208
720,543.0,0.146080111
730,545.0,0.147672267
740,547.0,0.149233426
750,537.0,0.151435677
760,539.0,0.153008141
770,541.0,0.154572582
780,545.0,0.155980579
790,543.0,0.157466251
800,543.0,0.15903288
810,549.0,0.160396022
820,551.0,0.161944053
830,547.0,0.165219897
840,545.0,0.166810594
850,545.0,0.168303559
860,549.0,0.16971885
870,545.0,0.171135963
880,545.0,0.172576051
890,547.0,0.174091625
900,551.0,0.175576932
910,553.0,0.1770998
920,557.0,0.178944673
930,559.0,0.180481763
940,555.0,0.18256185
950,557.0,0.184115715
960,555.0,0.185658275
970,553.0,0.187249337
980,553.0,0.188868114
990,555.0,0.190691472
1000,557.0,0.19443993
1010,555.0,0.195935448
1020,553.0,0.19838604
1030,551.0,0.199820657
1040,553.0,0.204232817
1050,553.0,0.205740733
1060,553.0,0.20723771
1070,547.0,0.208798504
1080,545.0,0.210402329
1090,545.0,0.212313937
1100,545.0,0.213806537
1110,549.0,0.215383012
1120,545.0,0.216855191
1130,545.0,0.218546172
1140,549.0,0.221368
1150,549.0,0.222880658
1160,551.0,0.225098955
1170,553.0,0.226593379
1180,553.0,0.228463779
1190,551.0,0.22998373
1200,555.0,0.231474507
1210,555.0,0.233182264
1220,555.0,0.23470185
1230,559.0,0.237280078
1240,559.0,0.23884379
1250,561.0,0.242249092
1260,557.0,0.243801863
1270,557.0,0.245411159
1280,555.0,0.247172887
1290,553.0,0.248669134
1300,559.0,0.250254361
1310,561.0,0.251843234
1320,559.0,0.25337449
1330,565.0,0.255924273
1340,563.0,0.257358161
1350,563.0,0.258853679
1360,563.0,0.260469539
1370,563.0,0.262379689
1380,559.0,0.263893076
1390,563.0,0.265469187
1400,565.0,0.266981115
1410,569.0,0.268484291
1420,563.0,0.271172649
1430,563.0,0.272796895
1440,565.0,0.274344926
1450,561.0,0.275823669
1460,565.0,0.278997041
1470,563.0,0.280626757
1480,567.0,0.282202502
1490,563.0,0.283697291
1500,567.0,0.285187339
1510,568.0,0.286657695
1520,567.0,0.289173564
1530,565.0,0.290685856
1540,575.0,0.292920928
1550,569.0,0.29470016
1560,575.0,0.296338994
1570,573.0,0.298248778
1580,573.0,0.29976253
1590,571.0,0.302296996
1600,573.0,0.303801996
1610,575.0,0.306299267
1620,573.0,0.307799525
1630,581.0,0.30984752
1640,577.0,0.311484531
1650,577.0,0.313050065
1660,581.0,0.315071804
1670,581.0,0.319013538
1680,577.0,0.320446697
1690,577.0,0.321932004
1700,577.0,0.325949955
1710,575.0,0.327545757
1720,583.0,0.330416816
1730,579.0,0.331884983
1740,579.0,0.333711622
1750,583.0,0.335293932
1760,579.0,0.336702658
1770,583.0,0.33908688
1780,579.0,0.340532803
1790,581.0,0.342166167
1800,585.0,0.343708363
1810,575.0,0.346197246
1820,577.0,0.347795966
1830,577.0,0.349582857
1840,571.0,0.351183765
1850,571.0,0.352650109
1860,573.0,0.355999617
1870,575.0,0.357545824
1880,577.0,0.360050388
1890,575.0,0.363316021
1900,575.0,0.365201372
1910,573.0,0.366865732
1920,574.0,0.368444395
1930,571.0,0.370007012
1940,567.0,0.371575464
1950,569.0,0.3736891
1960,569.0,0.375148151
1970,567.0,0.377155668
1980,573.0,0.378612166
1990,571.0,0.380063558
2000,565.0,0.382386151
2010,573.0,0.383941475
2020,573.0,0.387048112
2030,569.0,0.38863881
2040,563.0,0.390344378
2050,559.0,0.392024784
2060,561.0,0.393735093
2070,555.0,0.395271454
2080,557.0,0.396764054
2090,555.0,0.398238786
2100,555.0,0.401540886
2110,557.0,0.403004312
2120,559.0,0.404455705
2130,557.0,0.405897252
2140,555.0,0.407355938
2150,559.0,0.408881359
2160,557.0,0.410509617
2170,561.0,0.413307742
2180,561.0,0.414758406
2190,565.0,0.416309353
2200,563.0,0.417908072
2210,567.0,0.419571339
2220,569.0,0.42110296
2230,567.0,0.422672506
2240,569.0,0.424130462
2250,573.0,0.425654424
2260,571.0,0.427237098
2270,575.0,0.429855074
2280,577.0,0.431372108
2290,577.0,0.433569619
2300,577.0,0.435019188
2310,581.0,0.438331499
2320,579.0,0.439961216
2330,579.0,0.441400575
2340,581.0,0.442859261
2350,581.0,0.444301172
2360,579.0,0.445714274
2370,581.0,0.448309277
2380,579.0,0.449684818
2390,581.0,0.451151892
2400,587.0,0.452677678
2410,587.0,0.45420711
2420,589.0,0.455593955
2430,583.0,0.458605777
2440,585.0,0.460126822
2450,581.0,0.462729847
2460,581.0,0.464335496
2470,580.0,0.465895561
2480,585.0,0.467386703
2490,587.0,0.469790618
2500,585.0,0.471197156
2510,587.0,0.474451119
2520,587.0,0.478203224
2530,587.0,0.481259901
2540,587.0,0.482712387
2550,585.0,0.485548802
2560,583.0,0.487192011
2570,585.0,0.489322057
2580,587.0,0.490829974
2590,587.0,0.492267144
2600,585.0,0.493688269
2610,585.0,0.495193998
2620,587.0,0.496590325
2630,585.0,0.497991758
2640,585.0,0.49956641
2650,581.0,0.501043694
2660,585.0,0.502504568
2670,587.0,0.503935903
2680,581.0,0.505398601
2690,583.0,0.506964865
2700,581.0,0.509349817
2710,581.0,0.510855181
2720,587.0,0.512371485
2730,593.0,0.513898729
2740,587.0,0.517446254
2750,585.0,0.51905482
2760,581.0,0.520639318
2770,585.0,0.52220157
2780,587.0,0.523780598
2790,583.0,0.525333004
2800,581.0,0.526779291
2810,582.0,0.528374364
2820,589.0,0.529945369
2830,587.0,0.531629422
2840,583.0,0.533259503
2850,581.0,0.534845824
2860,583.0,0.536347541
2870,589.0,0.537820814
2880,583.0,0.539465483
2890,585.0,0.54112875
2900,585.0,0.543102352
2910,589.0,0.544689767
2920,581.0,0.546259313
2930,587.0,0.547843446
2940,583.0,0.549360115
2950,581.0,0.552650181
2960,581.0,0.555561353
2970,579.0,0.557160438
2980,579.0,0.558679295
2990,577.0,0.560186117
3000,579.0,0.561727948
