iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed 
0,0.105859573779,0.104498860386,0.750953913534,0.754234473597,1.421407822
10,0.105966377554,0.104603420783,0.750953913534,0.754234473597,15.990004719
20,0.103113473718,0.101813365485,0.750953913534,0.754234473597,30.475856924
30,0.102770790913,0.101477935719,0.750953913534,0.754234473597,45.366766173
40,0.102683053882,0.101392525954,0.750953913534,0.754234473597,60.036522213
50,0.102635078044,0.101345652294,0.750953913534,0.754234473597,75.236699885
60,0.102165985941,0.100889846524,0.750953913534,0.754234473597,90.349491686
70,0.102098674387,0.100821979439,0.750953913534,0.754234473597,105.984604664
80,0.102005458833,0.100731871453,0.750953913534,0.754234473597,121.101273652
90,0.101966297383,0.100693350621,0.750953913534,0.754234473597,136.426294419
100,0.101573050221,0.100311309483,0.750953913534,0.754234473597,151.473290727
110,0.101305604681,0.100052199981,0.750953913534,0.754234473597,166.148807121
120,0.0992259058048,0.0980328347166,0.750953913534,0.754234473597,181.284469296
130,0.0986159456591,0.0974466194094,0.750953913534,0.754234473597,196.596730572
140,0.0982359730407,0.097078329482,0.750953913534,0.754234473597,211.594081961
150,0.0982527830293,0.0970942099558,0.750953913534,0.754234473597,226.2729103
160,0.0979813494036,0.0968342152092,0.750953913534,0.754234473597,241.200360367
170,0.0974202351251,0.096298683621,0.750953913534,0.754234473597,256.09073756
180,0.0969651735695,0.0958692728195,0.750953913534,0.754234473597,271.650746444
190,0.0969616613579,0.0958626252686,0.750953913534,0.754234473597,286.948859925
200,0.0966953435263,0.0956116863369,0.750953913534,0.754234473597,301.920551937
210,0.09665885833,0.0955773613189,0.750953913534,0.754234473597,316.333737876
220,0.0966297543098,0.0955500028839,0.750953913534,0.754234473597,332.306835693
230,0.0965957439351,0.0955179230043,0.750953913534,0.754234473597,347.903755167
240,0.0964904608981,0.0954163409401,0.750953913534,0.754234473597,362.433718402
250,0.096175847039,0.0951218692178,0.750953913534,0.754234473597,379.037707399
