iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed 
0,0.281358748562,0.282557170442,0.249046086466,0.245765526403,1.609814258
10,0.278309883539,0.279492998539,0.249046086466,0.245765526403,18.33078659
20,0.277379690883,0.278558737152,0.249046086466,0.245765526403,36.28793258
30,0.277428367927,0.278607536919,0.249046086466,0.245765526403,53.353924993
40,0.277318535011,0.278496241182,0.249046086466,0.245765526403,69.120249693
50,0.278357086018,0.279539610183,0.249046086466,0.245765526403,84.605827663
60,0.274788309358,0.275951398841,0.249046086466,0.245765526403,99.764733634
70,0.276193224596,0.277363047651,0.249046086466,0.245765526403,115.119552075
80,0.274243757537,0.275403428133,0.249046086466,0.245765526403,130.439999861
90,0.274121881988,0.275280106594,0.249046086466,0.245765526403,145.792320301
100,0.272371256947,0.273520457189,0.249046086466,0.245765526403,161.2274467
110,0.271965665012,0.273112751435,0.249046086466,0.245765526403,179.538095763
120,0.271855770602,0.2730023776,0.249046086466,0.245765526403,196.180366146
130,0.268364796659,0.26949393715,0.249046086466,0.245765526403,213.700232357
140,0.267532079282,0.268657309877,0.249046086466,0.245765526403,230.167089555
150,0.265587028306,0.266701328526,0.249046086466,0.245765526403,245.385490586
160,0.264685995514,0.265795098948,0.249046086466,0.245765526403,261.484793917
170,0.26305650624,0.264157708134,0.249046086466,0.245765526403,276.499907728
180,0.260326257089,0.261413952849,0.249046086466,0.245765526403,291.426617143
190,0.258791731221,0.259869731903,0.249046086466,0.245765526403,307.186333999
200,0.258203614266,0.259278495389,0.249046086466,0.245765526403,322.232146951
210,0.257364341828,0.258435006599,0.249046086466,0.245765526403,338.429070656
220,0.257536111708,0.258607982052,0.249046086466,0.245765526403,356.315443028
230,0.259554495493,0.260636717064,0.249046086466,0.245765526403,371.24129583
240,0.255770144394,0.25683062944,0.249046086466,0.245765526403,387.164861048
250,0.255564084724,0.256623393228,0.249046086466,0.245765526403,404.467238632
