iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed 
0,0.326578584877,0.328016343979,0.249046086466,0.245765526403,1.435796301
10,0.329523343615,0.33097390614,0.249046086466,0.245765526403,18.597287429
20,0.330655922404,0.332110937512,0.249046086466,0.245765526403,33.222126883
30,0.330523905941,0.331978234998,0.249046086466,0.245765526403,48.052539683
40,0.330673664968,0.332127921445,0.249046086466,0.245765526403,62.468507335
50,0.33094302341,0.332397265451,0.249046086466,0.245765526403,79.907356666
60,0.328916608996,0.330361664479,0.249046086466,0.245765526403,96.608339531
70,0.328949638423,0.330394244167,0.249046086466,0.245765526403,113.263954706
80,0.328845068609,0.330289214353,0.249046086466,0.245765526403,129.927820938
90,0.328258260329,0.329699375694,0.249046086466,0.245765526403,146.379203296
100,0.328256722719,0.3296967757,0.249046086466,0.245765526403,161.852081582
110,0.325205864057,0.32663102556,0.249046086466,0.245765526403,177.934045148
120,0.325369884855,0.326795738162,0.249046086466,0.245765526403,193.596122303
130,0.323373420772,0.324789705378,0.249046086466,0.245765526403,211.113369441
140,0.32329331505,0.324709205831,0.249046086466,0.245765526403,227.964886514
150,0.323293293254,0.324709165938,0.249046086466,0.245765526403,245.707953561
160,0.321685081048,0.323092804691,0.249046086466,0.245765526403,261.552255242
170,0.320829643063,0.32223373807,0.249046086466,0.245765526403,277.35490232
180,0.320158997761,0.321559488044,0.249046086466,0.245765526403,292.675924828
190,0.319645538946,0.32104388855,0.249046086466,0.245765526403,309.795961558
200,0.319692554473,0.321090762787,0.249046086466,0.245765526403,326.455263197
210,0.318672667372,0.32006585126,0.249046086466,0.245765526403,343.205749852
220,0.318822861289,0.320216108631,0.249046086466,0.245765526403,360.166800017
230,0.317196836977,0.318582408208,0.249046086466,0.245765526403,377.235150761
240,0.312522878665,0.313886718165,0.249046086466,0.245765526403,393.941682466
250,0.311552112598,0.312910955131,0.249046086466,0.245765526403,410.469794626
