,0
1,8.8439296465885
2,4.263549740506377
3,1.2918407424583507
4,0.8105825086777202
5,0.4358514931943259
6,0.18053355712894986
7,0.11189554025367311
8,0.05223283631439947
9,0.008350637732376875
10,0.0014253438928251625
11,0.0010310732787127722
12,0.000291387576936825
13,0.00015142710878395752
14,9.628247932491937e-06
15,2.2038572355352903e-06
16,1.8468717435693077e-06
