k,Kmeans,GMM
2,0.34178164367126573,0.39097180563887224
3,0.521745650869826,0.5212957408518296
4,0.6175764847030594,0.5907318536292742
5,0.6676664667066586,0.676364727054589
6,0.7017096580683864,0.707258548290342
7,0.7326034793041392,0.7859928014397121
8,0.7535992801439712,0.7885422915416916
9,0.7488002399520096,0.8615776844631073
10,0.7345530893821236,0.8612777444511098
15,0.758998200359928,0.839382123575285
20,0.8189862027594481,0.8318836232753449
