k,Dry Beans Data log-likelihood
2,-2.815271474836604
3,-1.6522625428965068
4,-0.658948705309743
5,-0.16340636562540628
6,0.35916829000958
7,0.6950233628940415
8,1.097985815843422
9,1.5272310694429119
10,1.722830370309677
15,2.406233167332846
20,3.0834619036668367
