k,Kmeans,GMM
2,0.26522231031923216,0.4121276465362188
3,0.49452635042465753,0.5572057755312397
4,0.5919625484985165,0.5943954443469585
5,0.6539829151502169,0.7033514086211897
6,0.647147015583158,0.6771931326599959
7,0.6362966322283451,0.6928882943576107
8,0.6454634251915541,0.6755508763287505
9,0.6200518960438555,0.692854209638994
10,0.6052843919004588,0.6762375100020486
15,0.5697284437293639,0.6150714899422923
20,0.5723347656396583,0.582652405829383
