k,Kmeans,GMM
2,0.35404872725246966,0.3528089196305307
3,0.45797085073383315,0.48248723197168786
4,0.4575723912073852,0.4797644460082577
5,0.5113485277356375,0.5491083078204464
6,0.5544746333885514,0.6460537223745494
7,0.5668020035046316,0.6660936569046865
8,0.6120708883345459,0.7132239065723553
9,0.6185071881263624,0.6997955355657111
10,0.644722810795906,0.6740355161337884
15,0.6022968288194018,0.648863869223527
20,0.5821896696886246,0.6283607648276462
