,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.5242296695709229,0.10957634983852974,0.003130531311035156,0.006261062622070312,relu,1.0,"(32, 32)",0.01,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (32, 32), 'NN__learning_rate_init': 0.01}",0.9389511121502084,0.9264134258543589,0.9351850756016223,0.9334682551255469,0.9357322998899863,0.9339500337243445,0.0041652168094746525,1
