,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.5111411571502685,0.1310889957155561,0.0,0.0,relu,1.0,"(32, 32)",0.01,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (32, 32), 'NN__learning_rate_init': 0.01}",0.9199796075014005,0.932249449791028,0.9251841500974233,0.9312938489520248,0.9128421721472187,0.924309845697819,0.007250331334438227,1
