,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,2.106090450286865,0.24151863409887053,0.012709903717041015,0.006364244802661739,relu,1.0,"(32, 32)",0.01,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (32, 32), 'NN__learning_rate_init': 0.01}",0.9063204371750126,0.9024910096145338,0.899671879201774,0.898512771687433,0.9249610759087212,0.9063914347174951,0.009667219745882014,1
