k,Kmeans,GMM
2,0.39937012597480503,0.3744751049790042
3,0.4358128374325135,0.42306538692261547
4,0.5572885422915417,0.525494901019796
5,0.6667666466706659,0.6355728854229155
6,0.6564187162567486,0.6505698860227954
7,0.7961907618476305,0.7804439112177565
8,0.8660767846430714,0.7027594481103779
9,0.8704259148170366,0.8012897420515896
10,0.8575284943011398,0.7976904619076185
15,0.8788242351529694,0.8677264547090582
20,0.8627774445110978,0.8623275344931014
