,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.23330335617065429,0.005685430183660211,0.006250762939453125,0.007655590856251494,0.1,"(32, 32)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'ica__n_components': 2}",0.14285714285714288,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.2412670766236365e-17,118
1,0.19785847663879394,0.01581305845627473,0.003121805191040039,0.006243610382080078,0.1,"(32, 32)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'ica__n_components': 3}",0.14285714285714288,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.2412670766236365e-17,118
2,0.17280726432800292,0.0005003218603097844,0.0,0.0,0.1,"(32, 32)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'ica__n_components': 4}",0.14285714285714288,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.2412670766236365e-17,118
3,0.8633616924285888,0.3700231885355287,0.0016033172607421875,0.0032066345214843747,0.1,"(32, 32)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'ica__n_components': 5}",0.9104305896289016,0.14285714285714285,0.9158633299091813,0.9221513087985631,0.9054592938657025,0.7593523330118982,0.30829771383624777,62
4,0.4730130672454834,0.307568603228021,0.0031403541564941407,0.006280708312988281,0.1,"(32, 32)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'ica__n_components': 6}",0.14285714285714288,0.9102849129721815,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2963426968801505,0.30697110804601546,89
5,0.18778200149536134,0.01263318316457186,0.003125762939453125,0.00625152587890625,0.1,"(32, 32)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'ica__n_components': 7}",0.14285714285714288,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.2412670766236365e-17,118
6,1.1859191417694093,0.5195178202881315,0.0025153160095214844,0.005030632019042969,0.1,"(32, 32)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'ica__n_components': 8}",0.9149855540141215,0.9210304284450059,0.9344783709664494,0.14285714285714285,0.9196144141066608,0.7665931820778761,0.31193548686767064,60
7,0.518261194229126,0.40682332085094425,0.0018013954162597657,0.0036027908325195314,0.1,"(32, 32)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'ica__n_components': 9}",0.9236490571242081,0.14285714285714285,0.14285714285714285,0.9059585245360765,0.14285714285714285,0.45163580204634257,0.3782164539656428,82
8,0.1867831230163574,0.014510059405266677,0.0001556873321533203,0.0003113746643066406,0.1,"(32, 32)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'ica__n_components': 10}",0.14285714285714288,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.2412670766236365e-17,118
9,0.8665016651153564,0.327921525409238,0.0,0.0,0.1,"(32, 32)",11,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'ica__n_components': 11}",0.9287596195043847,0.9078909371007556,0.920999176910568,0.9227313076779182,0.14285714285714285,0.7646476368101539,0.31096979126568014,61
10,0.5080541610717774,0.31610426180701,0.0031341075897216796,0.006268215179443359,0.1,"(32, 32)",12,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'ica__n_components': 12}",0.14285714285714288,0.9134810208004752,0.9281282470238694,0.14285714285714285,0.14285714285714285,0.45403613927915465,0.3811430254444118,80
11,0.9540581703186035,0.08372504177251335,0.0009012699127197265,0.0018025398254394533,0.1,"(32, 32)",13,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'ica__n_components': 13}",0.9200610097044796,0.9146250253609994,0.9243582240830709,0.9307066307956031,0.924402125075634,0.9228306030039575,0.005326110645809351,15
12,0.9520778179168701,0.0992884765449905,0.0031264781951904296,0.006252956390380859,0.1,"(32, 32)",14,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'ica__n_components': 14}",0.9270534745855556,0.9115556351546387,0.9372127590167948,0.9256764580125865,0.9263382018182558,0.9255673057175663,0.008182400472163065,8
13,0.16618070602416993,0.008131082143056708,0.0,0.0,0.1,"(32,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'ica__n_components': 2}",0.14285714285714288,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.2412670766236365e-17,118
14,0.16942915916442872,0.011334059204229415,0.0,0.0,0.1,"(32,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'ica__n_components': 3}",0.14285714285714288,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.2412670766236365e-17,118
15,0.12555475234985353,0.000349645716200481,0.0,0.0,0.1,"(32,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'ica__n_components': 4}",0.14285714285714288,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.2412670766236365e-17,118
