,0
2,2.5669473115851345
3,8.253858858399019
4,6.673847565905957
5,7.76672562848222
6,8.568058230311562
7,8.989764916855371
8,9.544434280302488
9,9.27404499098878
10,11.903924070350834
11,18.00649168891687
12,19.65716490782875
13,22.268846993507005
14,34.74609017392875
