,0
0,0.10210210880751638
1,0.09658177548664307
2,0.09434911786135843
3,0.09404501559040904
4,0.08691746320793474
5,0.07957375787820507
6,0.06504546529777659
7,0.06157495988801332
8,0.06156029467899165
9,0.059029889255273915
10,0.05694450837999107
11,0.05639887522531951
12,0.0310364620485561
13,0.029842191318839827
14,0.015733916528795508
15,0.009264198546375672
