,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.2839202880859375,0.012109509765569742,0.015627431869506835,7.51135832086871e-06,relu,1.0,"(32, 32)",0.01,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (32, 32), 'NN__learning_rate_init': 0.01}",0.9976190476190476,0.9976190476190476,0.9976190476190476,1.0,1.0,0.9985714285714286,0.0011664236870396044,1
