k,Kmeans,GMM
2,0.4402351768116799,0.3593390517685336
3,0.4848763181425512,0.46604545737210273
4,0.6060959722487369,0.5535634135131697
5,0.6945284064866261,0.6395201128873174
6,0.6676936435481008,0.6626657429022939
7,0.7117307500431993,0.6972119033228087
8,0.7308171062079362,0.595701011299434
9,0.722372410680581,0.6575185861157803
10,0.6879984125100597,0.6422391704135406
15,0.6454193125144518,0.6387287752121299
20,0.614355078204227,0.6012069479520593
