k,Kmeans,GMM
2,0.404488443092454,0.3626768393052406
3,0.41344756582671277,0.3909006932857581
4,0.3514986259125322,0.34307011571688767
5,0.3662136622038417,0.2959073241608381
6,0.37018750136083084,0.33934667293769843
7,0.31069534498152634,0.2671247584563819
8,0.3045270525957798,0.22444319052994033
9,0.3048673581429849,0.22155723375407785
10,0.2969939130569809,0.21844046815181445
15,0.25155393126895575,0.1984769595519732
20,0.22416063203152486,0.11009825480756097
